cell_idx,cell_type,gene,cosine_distance,p_value,null_mean,gene_in_cell,n_tokens
238,glutamatergic neuron,CADM2,0.0013186336,0.2903225806451613,0.0044012805,True,2048
238,glutamatergic neuron,NRXN1,0.021875262,0.1935483870967742,0.0058942535,True,2048
238,glutamatergic neuron,NLGN1,0.0011434555,0.5806451612903226,0.0053012925,True,2048
238,glutamatergic neuron,NEGR1,0.020855606,0.25806451612903225,0.007386269,True,2048
238,glutamatergic neuron,TCF4,0.0023884773,0.4838709677419355,0.009480296,True,2048
238,glutamatergic neuron,MEF2C,0.027144074,0.12903225806451613,0.00862004,True,2048
238,glutamatergic neuron,APP,0.0012963414,0.6129032258064516,0.008828282,True,2048
238,glutamatergic neuron,GRIN2A,0.02410686,0.0967741935483871,0.005674098,True,2048
238,glutamatergic neuron,MAPT,0.0010156035,0.6129032258064516,0.010426142,True,2048
238,glutamatergic neuron,SCN1A,0.0011607409,0.3870967741935484,0.0051039853,True,2048
238,glutamatergic neuron,CAMK2A,0.026639462,0.0967741935483871,0.0052499673,True,2048
238,glutamatergic neuron,HOMER1,0.020721614,0.25806451612903225,0.006887565,True,2048
238,glutamatergic neuron,SHANK3,0.0014241934,0.5161290322580645,0.00757586,True,2048
239,oligodendrocyte,CADM2,0.0070225596,0.16129032258064516,0.0035000364,True,2048
239,oligodendrocyte,NLGN1,0.007443309,0.25806451612903225,0.0035483995,True,2048
239,oligodendrocyte,TCF4,0.0009508729,0.41935483870967744,0.0022557299,True,2048
239,oligodendrocyte,APP,0.0074117184,0.22580645161290322,0.0038784505,True,2048
239,oligodendrocyte,DISC1,0.0013429523,0.3870967741935484,0.0028915883,True,2048
240,oligodendrocyte,CADM2,0.025322914,0.7096774193548387,0.028865984,True,2038
240,oligodendrocyte,NRXN1,0.00031495094,1.0,0.025084117,True,2038
240,oligodendrocyte,NLGN1,0.038734376,0.45161290322580644,0.032402582,True,2038
240,oligodendrocyte,NEGR1,0.0007788539,0.8064516129032258,0.024162253,True,2038
240,oligodendrocyte,TCF4,0.038820505,0.45161290322580644,0.029985698,True,2038
240,oligodendrocyte,APP,0.036116123,0.4838709677419355,0.031136282,True,2038
240,oligodendrocyte,GRIN2A,0.0007545948,0.967741935483871,0.029110117,True,2038
240,oligodendrocyte,MAPT,0.039206386,0.3225806451612903,0.024162974,True,2038
240,oligodendrocyte,SHANK3,0.042082727,0.1935483870967742,0.02419246,True,2038
241,glutamatergic neuron,CADM2,0.0010412335,0.45161290322580644,0.00088430644,True,2048
241,glutamatergic neuron,NRXN1,0.0012053251,0.2903225806451613,0.0009811183,True,2048
241,glutamatergic neuron,NLGN1,0.001219213,0.16129032258064516,0.00084849197,True,2048
241,glutamatergic neuron,NEGR1,0.0012631416,0.1935483870967742,0.0007504125,True,2048
241,glutamatergic neuron,TCF4,0.001023531,0.5806451612903226,0.0010495206,True,2048
241,glutamatergic neuron,MEF2C,0.0011099577,0.2903225806451613,0.00083152653,True,2048
241,glutamatergic neuron,APP,0.001055181,0.41935483870967744,0.0010242164,True,2048
241,glutamatergic neuron,GRIN2A,0.0012784004,0.1935483870967742,0.0008922299,True,2048
241,glutamatergic neuron,GRIN2B,0.0012875199,0.22580645161290322,0.0010021388,True,2048
241,glutamatergic neuron,MAPT,0.001477778,0.06451612903225806,0.0007895112,True,2048
241,glutamatergic neuron,SCN1A,0.0016513467,0.03225806451612903,0.00085045496,True,2048
241,glutamatergic neuron,FOXO3,0.0001835227,1.0,0.0010863661,True,2048
241,glutamatergic neuron,CAMK2A,0.0015031099,0.12903225806451613,0.00093529624,True,2048
241,glutamatergic neuron,HOMER1,0.0011751056,0.25806451612903225,0.00080421567,True,2048
242,astrocyte,NRXN1,0.0006778836,0.9354838709677419,0.0052370825,True,2048
242,astrocyte,TCF4,0.0074976683,0.06451612903225806,0.002695312,True,2048
242,astrocyte,MAPT,0.0018312931,0.5806451612903226,0.007793111,True,2048
242,astrocyte,HOMER1,0.0066593885,0.0967741935483871,0.005384638,True,2048
243,glutamatergic neuron,CADM2,0.00068598986,0.6774193548387096,0.0006561299,True,2048
243,glutamatergic neuron,NRXN1,0.0003477335,0.9032258064516129,0.0007836143,True,2048
243,glutamatergic neuron,NLGN1,0.00079262257,0.45161290322580644,0.0007447024,True,2048
243,glutamatergic neuron,NEGR1,0.0013107061,0.06451612903225806,0.0007333537,True,2048
243,glutamatergic neuron,TCF4,0.000733912,0.5806451612903226,0.00062841974,True,2048
243,glutamatergic neuron,MEF2C,0.0012083054,0.03225806451612903,0.00067227683,True,2048
243,glutamatergic neuron,APP,0.0007061362,0.6774193548387096,0.00079649093,True,2048
243,glutamatergic neuron,GRIN2A,0.0007300973,0.6451612903225806,0.00072478055,True,2048
243,glutamatergic neuron,MAPT,0.00069105625,0.7741935483870968,0.0007487039,True,2048
