cell_idx,cell_type,gene,cosine_distance,p_value,null_mean,gene_in_cell,n_tokens
265,oligodendrocyte,NLGN1,0.00021374226,0.7096774193548387,0.0026354373,True,1849
265,oligodendrocyte,NEGR1,2.4020672e-05,0.9354838709677419,0.0040244204,True,1849
265,oligodendrocyte,TCF4,0.006883621,0.3548387096774194,0.0049512107,True,1849
265,oligodendrocyte,APP,0.0039075613,0.5806451612903226,0.00399156,True,1849
265,oligodendrocyte,GRIN2A,7.9512596e-05,1.0,0.0035320162,True,1849
265,oligodendrocyte,MAPT,7.69496e-05,0.9032258064516129,0.004792182,True,1849
265,oligodendrocyte,CREB1,0.00031024218,0.7741935483870968,0.004403186,True,1849
265,oligodendrocyte,FMR1,0.0067331195,0.22580645161290322,0.0032897452,True,1849
266,astrocyte,NRXN1,0.0021594167,0.2903225806451613,0.0015678903,True,2048
266,astrocyte,TCF4,0.0011707544,0.3548387096774194,0.0009936889,True,2048
266,astrocyte,MAPT,0.0013285875,0.3548387096774194,0.0011794885,True,2048
266,astrocyte,FOXO3,0.0023263097,0.1935483870967742,0.0013147553,True,2048
266,astrocyte,HOMER1,0.0011481643,0.6129032258064516,0.0012589216,True,2048
266,astrocyte,FMR1,0.00045758486,0.7096774193548387,0.0009010871,True,2048
267,oligodendrocyte,CADM2,0.0013725162,0.4838709677419355,0.0010661264,True,2048
267,oligodendrocyte,NLGN1,0.0014000535,0.3870967741935484,0.0011600375,True,2048
267,oligodendrocyte,TCF4,0.0004900098,0.8387096774193549,0.001064519,True,2048
267,oligodendrocyte,APP,0.001503408,0.3225806451612903,0.004353996,True,2048
267,oligodendrocyte,GRIN2A,0.0004634261,0.8064516129032258,0.00095985335,True,2048
267,oligodendrocyte,MAPT,0.0014558434,0.3225806451612903,0.0010430634,True,2048
267,oligodendrocyte,DISC1,0.0002809167,0.6451612903225806,0.0007169346,True,2048
267,oligodendrocyte,CREB1,0.00019693375,0.967741935483871,0.0010540764,True,2048
267,oligodendrocyte,FMR1,0.00052398443,0.8387096774193549,0.0011577586,True,2048
268,glutamatergic neuron,CADM2,0.037864327,0.16129032258064516,0.021608602,True,2048
268,glutamatergic neuron,NRXN1,0.037640512,0.06451612903225806,0.012392169,True,2048
268,glutamatergic neuron,NLGN1,0.037358224,0.41935483870967744,0.0221592,True,2048
268,glutamatergic neuron,NEGR1,0.037762463,0.0967741935483871,0.016851313,True,2048
268,glutamatergic neuron,TCF4,0.037256658,0.3548387096774194,0.019811993,True,2048
268,glutamatergic neuron,MEF2C,0.037019014,0.41935483870967744,0.023005968,True,2048
268,glutamatergic neuron,APP,0.0014849901,0.9354838709677419,0.01506215,True,2048
268,glutamatergic neuron,GRIN2A,0.0068163276,0.3870967741935484,0.016334148,True,2048
268,glutamatergic neuron,MAPT,0.037259042,0.22580645161290322,0.019350134,True,2048
268,glutamatergic neuron,FOXO3,0.037121475,0.3548387096774194,0.018707598,True,2048
268,glutamatergic neuron,CAMK2A,0.0053992867,0.6451612903225806,0.020997198,True,2048
268,glutamatergic neuron,HOMER1,0.0038346648,0.7741935483870968,0.018971656,True,2048
269,oligodendrocyte,CADM2,0.0014038682,0.3870967741935484,0.0011076112,True,2048
269,oligodendrocyte,NLGN1,0.0010551214,0.41935483870967744,0.0009902617,True,2048
269,oligodendrocyte,NEGR1,0.00010693073,1.0,0.0011923134,True,2048
269,oligodendrocyte,TCF4,0.00069087744,0.8064516129032258,0.0011137207,True,2048
269,oligodendrocyte,APP,0.0015288591,0.2903225806451613,0.0012465179,True,2048
269,oligodendrocyte,MAPT,0.0015612245,0.25806451612903225,0.00123775,True,2048
269,oligodendrocyte,DISC1,0.001640439,0.16129032258064516,0.0011119446,True,2048
269,oligodendrocyte,CREB1,0.00077855587,0.8709677419354839,0.0011741499,True,2048
269,oligodendrocyte,COMT,0.00062048435,0.967741935483871,0.0011752248,True,2048
269,oligodendrocyte,SHANK3,0.0012435913,0.41935483870967744,0.0011292795,True,2048
270,oligodendrocyte,CADM2,0.00070500374,0.22580645161290322,0.0004977862,True,2048
270,oligodendrocyte,NLGN1,0.0006596446,0.3225806451612903,0.00055211387,True,2048
270,oligodendrocyte,MEF2C,0.00016498566,0.967741935483871,0.00049494504,True,2048
270,oligodendrocyte,APP,0.00084775686,0.03225806451612903,0.00044991772,True,2048
270,oligodendrocyte,MAPT,0.00042676926,0.5806451612903226,0.0005742729,True,2048
270,oligodendrocyte,FOXO3,0.00084638596,0.06451612903225806,0.0005368332,True,2048
271,microglial cell,TCF4,0.00017642975,0.8064516129032258,0.0005015552,True,2048
271,microglial cell,MEF2C,0.00084501505,0.22580645161290322,0.00048890314,True,2048
271,microglial cell,APP,0.00019866228,0.8709677419354839,0.0005578955,True,2048
271,microglial cell,MAPT,0.00011497736,0.9354838709677419,0.0006036202,True,2048
271,microglial cell,FOXO3,0.00067818165,0.5161290322580645,0.0006138166,True,2048
271,microglial cell,HOMER1,0.0008460283,0.25806451612903225,0.00051949226,True,2048
271,microglial cell,CREB1,0.00021982193,0.7741935483870968,0.000630788,True,2048
272,glutamatergic neuron,CADM2,0.00093990564,0.1935483870967742,0.00069355767,True,2048
272,glutamatergic neuron,NRXN1,0.0008420348,0.5483870967741935,0.0031593083,True,2048
272,glutamatergic neuron,NLGN1,0.0006875992,0.5161290322580645,0.00068805815,True,2048
272,glutamatergic neuron,NEGR1,0.00074511766,0.6451612903225806,0.0007778188,True,2048
272,glutamatergic neuron,TCF4,0.0010982752,0.0967741935483871,0.0006789446,True,2048
272,glutamatergic neuron,MEF2C,0.0007163882,0.6129032258064516,0.000704364,True,2048
272,glutamatergic neuron,GRIN2A,0.0006839633,0.41935483870967744,0.00059157016,True,2048
272,glutamatergic neuron,GRIN2B,0.0007086396,0.4838709677419355,0.00067003764,True,2048
272,glutamatergic neuron,MAPT,0.00071555376,0.45161290322580644,0.00063188275,True,2048
272,glutamatergic neuron,SCN1A,0.0003657937,0.7096774193548387,0.00060706935,True,2048
272,glutamatergic neuron,CAMK2A,0.000944376,0.0967741935483871,0.0005924761,True,2048
272,glutamatergic neuron,HOMER1,0.0007703304,0.5161290322580645,0.0007146895,True,2048
273,glutamatergic neuron,CADM2,0.000643909,0.7419354838709677,0.0032288332,True,2048
273,glutamatergic neuron,NRXN1,0.010389626,0.0967741935483871,0.004151424,True,2048
273,glutamatergic neuron,NLGN1,0.009512842,0.12903225806451613,0.0028429606,True,2048
273,glutamatergic neuron,NEGR1,0.009531736,0.22580645161290322,0.0029999495,True,2048
273,glutamatergic neuron,APP,0.0009521246,0.5161290322580645,0.003772048,True,2048
273,glutamatergic neuron,GRIN2A,0.0006560683,0.7741935483870968,0.0041754623,True,2048
273,glutamatergic neuron,GRIN2B,0.010432363,0.06451612903225806,0.0035900513,True,2048
273,glutamatergic neuron,MAPT,0.010560334,0.0967741935483871,0.0038830936,True,2048
273,glutamatergic neuron,FOXO3,0.0007608533,0.5161290322580645,0.0038920979,True,2048
273,glutamatergic neuron,CAMK2A,0.0009598732,0.5161290322580645,0.0036491433,True,2048
274,GABAergic interneuron,NRXN1,0.0053057075,0.3870967741935484,0.004751559,True,2048
274,GABAergic interneuron,NLGN1,0.0064175725,0.12903225806451613,0.0041176835,True,2048
274,GABAergic interneuron,NEGR1,0.0024799109,0.6129032258064516,0.00383839,True,2048
274,GABAergic interneuron,TCF4,0.0069820285,0.03225806451612903,0.0041348855,True,2048
274,GABAergic interneuron,MEF2C,0.004611492,0.5483870967741935,0.00442426,True,2048
274,GABAergic interneuron,APP,0.0023106337,0.8064516129032258,0.00416943,True,2048
274,GABAergic interneuron,GRIN2B,0.0054330826,0.22580645161290322,0.0046419622,True,2048
274,GABAergic interneuron,MAPT,0.0062586665,0.12903225806451613,0.00383542,True,2048
274,GABAergic interneuron,FOXO3,0.0023559928,0.7741935483870968,0.004286786,True,2048
275,astrocyte,NRXN1,0.000892818,0.8387096774193549,0.0011744519,True,2048
275,astrocyte,NLGN1,0.0011851788,0.41935483870967744,0.0011830052,True,2048
275,astrocyte,TCF4,0.0010767579,0.5483870967741935,0.0011941333,True,2048
275,astrocyte,MAPT,0.00092095137,0.6451612903225806,0.0012509028,True,2048
275,astrocyte,FOXO3,0.001179874,0.6451612903225806,0.0013704916,True,2048
275,astrocyte,SYN1,0.0012272596,0.5483870967741935,0.0011865775,True,2048
276,glutamatergic neuron,CADM2,0.0008686781,0.7096774193548387,0.0025307934,True,2048
276,glutamatergic neuron,NRXN1,0.006161034,0.16129032258064516,0.0021339594,True,2048
276,glutamatergic neuron,NLGN1,0.0015593171,0.3225806451612903,0.0020953456,True,2048
276,glutamatergic neuron,NEGR1,0.0061742067,0.16129032258064516,0.0019678096,True,2048
276,glutamatergic neuron,APP,0.0027919412,0.12903225806451613,0.001490589,True,2048
276,glutamatergic neuron,GRIN2A,0.0062353015,0.1935483870967742,0.0020706675,True,2048
276,glutamatergic neuron,GRIN2B,0.006471634,0.1935483870967742,0.002568837,True,2048
276,glutamatergic neuron,MAPT,0.0011821985,0.6774193548387096,0.0023456493,True,2048
276,glutamatergic neuron,CAMK2A,0.0065388083,0.22580645161290322,0.002449751,True,2048
276,glutamatergic neuron,HOMER1,0.0014606118,0.4838709677419355,0.0024725497,True,2048
277,glutamatergic neuron,CADM2,0.001111865,0.41935483870967744,0.001022631,True,2048
277,glutamatergic neuron,NRXN1,0.0009965897,0.6774193548387096,0.0012355486,True,2048
277,glutamatergic neuron,NEGR1,0.0016790032,0.1935483870967742,0.0011551619,True,2048
277,glutamatergic neuron,TCF4,0.00068861246,0.7741935483870968,0.0011278152,True,2048
277,glutamatergic neuron,APP,0.0011901855,0.5161290322580645,0.0010990401,True,2048
277,glutamatergic neuron,GRIN2A,0.0015205145,0.2903225806451613,0.0011567811,True,2048
277,glutamatergic neuron,GRIN2B,0.0006798506,0.9032258064516129,0.0011956553,True,2048
277,glutamatergic neuron,MAPT,0.001014173,0.3870967741935484,0.00095106167,True,2048
277,glutamatergic neuron,SCN1A,0.00067180395,0.7741935483870968,0.001138846,True,2048
