cell_idx,cell_type,gene,cosine_distance,p_value,null_mean,gene_in_cell,n_tokens
200,oligodendrocyte,CADM2,0.065680504,0.3225806451612903,0.039415758,True,2048
200,oligodendrocyte,NEGR1,0.0006983876,1.0,0.024311513,True,2048
200,oligodendrocyte,TCF4,0.005670607,0.6451612903225806,0.03714365,True,2048
200,oligodendrocyte,APP,0.001788497,0.7741935483870968,0.03780068,True,2048
200,oligodendrocyte,MAPT,0.0015816092,0.7096774193548387,0.03946491,True,2048
201,glutamatergic neuron,CADM2,0.0007381439,0.5161290322580645,0.0008104642,True,2048
201,glutamatergic neuron,NRXN1,0.0007789731,0.45161290322580644,0.00072306,True,2048
201,glutamatergic neuron,NEGR1,0.0008947849,0.16129032258064516,0.0006706079,True,2048
201,glutamatergic neuron,MEF2C,0.0007580519,0.4838709677419355,0.0007166922,True,2048
201,glutamatergic neuron,GRIN2A,0.0007715225,0.5806451612903226,0.0008586129,True,2048
201,glutamatergic neuron,SCN1A,0.0008352995,0.2903225806451613,0.00072640576,True,2048
201,glutamatergic neuron,CAMK2A,0.0008828044,0.3225806451612903,0.0008615971,True,2048
201,glutamatergic neuron,HOMER1,0.00086033344,0.25806451612903225,0.00080570776,True,2048
201,glutamatergic neuron,FMR1,0.000764668,0.3870967741935484,0.00070560176,True,2048
202,oligodendrocyte,CADM2,0.0010487437,0.7741935483870968,0.06616569,True,2048
202,oligodendrocyte,NLGN1,0.107712984,0.22580645161290322,0.06788432,True,2048
202,oligodendrocyte,TCF4,0.0010442734,0.7741935483870968,0.06379412,True,2048
202,oligodendrocyte,APP,0.09672898,0.41935483870967744,0.07285928,True,2048
202,oligodendrocyte,DISC1,0.10920924,0.0967741935483871,0.06282043,True,2048
203,oligodendrocyte,CADM2,0.0005585551,0.7096774193548387,0.0095876455,True,2048
203,oligodendrocyte,TCF4,0.0004914403,0.8387096774193549,0.0045630992,True,2048
203,oligodendrocyte,MAPT,0.00552243,0.5483870967741935,0.0073489924,True,2048
204,glutamatergic neuron,CADM2,0.015055835,0.22580645161290322,0.0070896805,True,2048
204,glutamatergic neuron,NRXN1,0.0020430088,0.22580645161290322,0.0042028963,True,2048
204,glutamatergic neuron,NEGR1,0.0139991045,0.25806451612903225,0.0053388653,True,2048
204,glutamatergic neuron,TCF4,0.0003066063,0.967741935483871,0.010564339,True,2048
204,glutamatergic neuron,MEF2C,0.020117462,0.0967741935483871,0.0047350107,True,2048
204,glutamatergic neuron,APP,0.001147449,0.5806451612903226,0.006942187,True,2048
204,glutamatergic neuron,GRIN2A,0.022213578,0.06451612903225806,0.004610264,True,2048
204,glutamatergic neuron,GRIN2B,0.00038421154,1.0,0.008902254,True,2048
204,glutamatergic neuron,MAPT,0.015471995,0.3225806451612903,0.0074106795,True,2048
204,glutamatergic neuron,SCN1A,0.023623466,0.06451612903225806,0.005788626,True,2048
204,glutamatergic neuron,FOXO3,0.0019606948,0.4838709677419355,0.006135889,True,2048
204,glutamatergic neuron,CAMK2A,0.0008150935,0.8387096774193549,0.00856943,True,2048
204,glutamatergic neuron,HOMER1,0.00044345856,0.967741935483871,0.0060840985,True,2048
204,glutamatergic neuron,SYN1,0.015904903,0.22580645161290322,0.007291621,True,2048
205,oligodendrocyte,CADM2,0.0016952753,0.6451612903225806,0.0016262452,True,1996
205,oligodendrocyte,NLGN1,0.0021924376,0.16129032258064516,0.0016771774,True,1996
205,oligodendrocyte,TCF4,0.0013991594,0.9032258064516129,0.0016541262,True,1996
205,oligodendrocyte,APP,0.0019497871,0.2903225806451613,0.0023755233,True,1996
205,oligodendrocyte,MAPT,0.0014782548,0.7741935483870968,0.0015253047,True,1996
205,oligodendrocyte,CREB1,0.0016936064,0.7096774193548387,0.0017226796,True,1996
205,oligodendrocyte,COMT,0.0015272498,0.8387096774193549,0.0017386138,True,1996
206,oligodendrocyte,CADM2,0.002281785,0.16129032258064516,0.0016337554,True,2048
206,oligodendrocyte,NLGN1,0.0019001961,0.41935483870967744,0.001565365,True,2048
206,oligodendrocyte,TCF4,0.0020145774,0.2903225806451613,0.0015879372,True,2048
206,oligodendrocyte,APP,0.0015285611,0.6451612903225806,0.0016352236,True,2048
206,oligodendrocyte,MAPT,0.001080215,0.8387096774193549,0.0015982488,True,2048
206,oligodendrocyte,COMT,0.0011203885,0.967741935483871,0.0017006358,True,2048
