batch_num,cell_idx,cell_type,gene,cosine_distance,p_value,null_mean,null_std,n_null_samples,n_tokens
15,2100,L2/3-6 intratelencephalic projecting glutamatergic neuron,HOMER1,0.00062024593,0.8064516129032258,0.0021798313,0.001452547,30,2048
15,2100,L2/3-6 intratelencephalic projecting glutamatergic neuron,CREB1,0.00046139956,0.9032258064516129,0.0023229101,0.0021138648,30,2048
15,2100,L2/3-6 intratelencephalic projecting glutamatergic neuron,FMR1,0.0030280948,0.45161290322580644,0.0030790628,0.005458532,30,2048
15,2100,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.0009897947,0.6774193548387096,0.0022496323,0.0012204633,30,2048
15,2101,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.0008351207,0.4838709677419355,0.0008461376,0.00035602198,30,2048
15,2102,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.0014819503,0.1935483870967742,0.0009455224,0.00050068233,30,2048
15,2102,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.0008236766,0.5161290322580645,0.0009483993,0.00046676167,30,2048
15,2102,L2/3-6 intratelencephalic projecting glutamatergic neuron,BDNF,5.429983e-05,1.0,0.0006778181,0.00043598877,30,2048
15,2103,pvalb GABAergic cortical interneuron,SHANK3,0.0014703274,0.03225806451612903,0.00092160504,0.00029060687,30,2048
15,2103,pvalb GABAergic cortical interneuron,FMR1,0.0012708306,0.12903225806451613,0.0008957843,0.00035725156,30,2048
15,2103,pvalb GABAergic cortical interneuron,SYN1,0.00081574917,0.5806451612903226,0.0008779764,0.00035112613,30,2048
15,2104,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.0008725524,0.45161290322580644,0.0009761294,0.0005849246,30,2048
15,2104,L2/3-6 intratelencephalic projecting glutamatergic neuron,FMR1,0.0008701086,0.45161290322580644,0.00094231765,0.00049693324,30,2048
15,2104,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.000698328,0.6129032258064516,0.0010295392,0.00048576738,30,2048
15,2104,L2/3-6 intratelencephalic projecting glutamatergic neuron,BDNF,0.0017277598,0.12903225806451613,0.0010041873,0.00047107323,30,2048
15,2105,microglial cell,CADM2,0.00010931492,1.0,0.0067913253,0.0070486427,30,1252
15,2105,microglial cell,TCF4,0.0004826188,0.8387096774193549,0.0052903513,0.0067246743,30,1252
15,2105,microglial cell,MEF2C,0.0002142191,0.967741935483871,0.0103068035,0.015160665,30,1252
15,2105,microglial cell,APP,0.00023955107,1.0,0.0071846386,0.0065137004,30,1252
15,2105,microglial cell,GRIN2B,0.00014460087,1.0,0.0069210627,0.0063124527,30,1252
15,2105,microglial cell,CAMK2A,0.00083243847,0.9354838709677419,0.008753945,0.0078199515,30,1252
15,2105,microglial cell,CREB1,0.015102327,0.0967741935483871,0.005990388,0.0050094486,30,1252
15,2105,microglial cell,COMT,0.0024698377,0.7419354838709677,0.009493917,0.008507648,30,1252
15,2106,sst GABAergic cortical interneuron,CREB1,0.0012853146,0.4838709677419355,0.0015202601,0.00065670675,30,2048
15,2106,sst GABAergic cortical interneuron,SYN1,0.0016418099,0.5806451612903226,0.0017415007,0.0007944531,30,2048
15,2107,oligodendrocyte,NRXN1,0.0001205802,1.0,0.0037051162,0.0051537724,30,783
15,2107,oligodendrocyte,NLGN1,5.5134296e-05,1.0,0.0021101933,0.0028372775,30,783
15,2107,oligodendrocyte,NEGR1,0.00010830164,1.0,0.003188944,0.0046511358,30,783
15,2107,oligodendrocyte,TCF4,0.00023174286,0.8709677419354839,0.004646744,0.0051037474,30,783
15,2107,oligodendrocyte,APP,0.00041115284,0.9032258064516129,0.007282132,0.012723294,30,783
15,2107,oligodendrocyte,MAPT,0.0009766817,0.6774193548387096,0.002663366,0.0030190388,30,783
15,2108,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.0010688305,0.41935483870967744,0.0037672122,0.014848812,30,2048
15,2108,L2/3-6 intratelencephalic projecting glutamatergic neuron,FMR1,0.00091069937,0.7419354838709677,0.004840823,0.014874269,30,2048
15,2108,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.001000464,0.6129032258064516,0.0011003116,0.00025002414,30,2048
15,2109,L2/3-6 intratelencephalic projecting glutamatergic neuron,CREB1,0.006957531,0.45161290322580644,0.0060984213,0.00314686,30,2048
15,2109,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.0100131035,0.5161290322580645,0.009140795,0.0037423237,30,2048
15,2110,pvalb GABAergic cortical interneuron,SYN1,0.003911972,0.03225806451612903,0.0026321153,0.0008046396,30,2048
15,2111,oligodendrocyte precursor cell,TCF4,0.00023239851,1.0,0.0009280145,0.00021117141,30,2048
15,2111,oligodendrocyte precursor cell,MEF2C,0.00029826164,0.9032258064516129,0.0010049542,0.0005900124,30,2048
