batch_num,cell_idx,cell_type,gene,cosine_distance,p_value,null_mean,null_std,n_null_samples,n_tokens
6,750,sst GABAergic cortical interneuron,SHANK3,0.0011785626,0.3225806451612903,0.0010668795,0.00023242371,30,2048
6,750,sst GABAergic cortical interneuron,FMR1,0.0010420084,0.5483870967741935,0.0010927896,0.0005291565,30,2048
6,751,corticothalamic-projecting glutamatergic cortical neuron,CREB1,0.009512603,0.2903225806451613,0.008407628,0.0028264145,30,2048
6,751,corticothalamic-projecting glutamatergic cortical neuron,SHANK3,0.011174977,0.03225806451612903,0.007952636,0.0029470578,30,2048
6,752,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.010251462,0.16129032258064516,0.003914507,0.0042617912,30,2048
6,752,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.00021088123,0.9354838709677419,0.0045059104,0.0045028655,30,2048
6,752,L2/3-6 intratelencephalic projecting glutamatergic neuron,BDNF,0.010355294,0.0967741935483871,0.0033579688,0.0043219286,30,2048
6,755,lamp5 GABAergic cortical interneuron,CREB1,0.00013786554,0.967741935483871,0.001177456,0.00081253436,30,2048
6,755,lamp5 GABAergic cortical interneuron,SHANK3,0.0016947985,0.3870967741935484,0.0014125884,0.00082927686,30,2048
6,755,lamp5 GABAergic cortical interneuron,FMR1,0.0006260872,0.8387096774193549,0.0015895168,0.0009618748,30,2048
6,755,lamp5 GABAergic cortical interneuron,SYN1,0.0006853342,0.8064516129032258,0.0014894227,0.00072575,30,2048
6,756,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.02044779,0.45161290322580644,0.023898484,0.010932747,30,2048
6,756,L2/3-6 intratelencephalic projecting glutamatergic neuron,FMR1,0.010462701,0.8064516129032258,0.02310241,0.013994466,30,2048
6,756,L2/3-6 intratelencephalic projecting glutamatergic neuron,BDNF,0.030186474,0.25806451612903225,0.022215264,0.013161499,30,2048
6,759,astrocyte of the cerebral cortex,CADM2,1.6868114e-05,0.967741935483871,0.0019271056,0.0012722434,30,1860
6,759,astrocyte of the cerebral cortex,NRXN1,4.351139e-05,1.0,0.0021488091,0.0014815057,30,1860
6,759,astrocyte of the cerebral cortex,NLGN1,6.848574e-05,0.967741935483871,0.0019591849,0.0014823296,30,1860
6,759,astrocyte of the cerebral cortex,NEGR1,7.146597e-05,0.967741935483871,0.005050403,0.017052062,30,1860
6,759,astrocyte of the cerebral cortex,TCF4,0.000102996826,0.967741935483871,0.0024479728,0.0028139863,30,1860
6,759,astrocyte of the cerebral cortex,APP,0.00015825033,0.9354838709677419,0.001716282,0.0013882653,30,1860
6,759,astrocyte of the cerebral cortex,GRIN2B,9.5665455e-05,0.967741935483871,0.0018722534,0.0012404677,30,1860
6,759,astrocyte of the cerebral cortex,MAPT,0.00014650822,0.8709677419354839,0.001968493,0.001507276,30,1860
6,759,astrocyte of the cerebral cortex,SCN1A,0.00014662743,0.8064516129032258,0.0016536614,0.0015422314,30,1860
6,760,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.001712501,0.6129032258064516,0.017968224,0.015763149,30,2048
6,760,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.03518021,0.25806451612903225,0.0177739,0.01640539,30,2048
6,761,pvalb GABAergic cortical interneuron,SHANK3,0.004809022,0.12903225806451613,0.0028981506,0.0012290404,30,2048
6,761,pvalb GABAergic cortical interneuron,FMR1,0.005420983,0.06451612903225806,0.0028974095,0.0015709515,30,2048
6,761,pvalb GABAergic cortical interneuron,SYN1,0.0024797916,0.3548387096774194,0.0029862602,0.0012265118,30,2048
6,762,L2/3-6 intratelencephalic projecting glutamatergic neuron,HOMER1,0.00012481213,0.967741935483871,0.0008896152,0.0004963051,30,2048
6,762,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.0009254813,0.7096774193548387,0.0010232012,0.00043642876,30,2048
6,763,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.0014491081,0.5806451612903226,0.0016823172,0.0005066452,30,2048
6,764,sncg GABAergic cortical interneuron,HOMER1,0.0015861392,0.967741935483871,0.007697342,0.002223138,30,2048
6,764,sncg GABAergic cortical interneuron,COMT,0.009114444,0.1935483870967742,0.007924243,0.004971954,30,2048
6,765,VIP GABAergic cortical interneuron,SYN1,0.00039315224,0.5483870967741935,0.00044461686,0.0002307281,30,2048
6,766,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.020128012,0.16129032258064516,0.008469778,0.008964326,30,2048
6,767,pvalb GABAergic cortical interneuron,SHANK3,0.0272426,0.06451612903225806,0.012324154,0.0108015295,30,2048
6,767,pvalb GABAergic cortical interneuron,SYN1,0.019560456,0.3548387096774194,0.0131218815,0.010162966,30,2048
6,767,pvalb GABAergic cortical interneuron,BDNF,0.026333213,0.0967741935483871,0.011010303,0.011216554,30,2048
6,768,oligodendrocyte,CADM2,1.3947487e-05,0.967741935483871,0.0012043616,0.00054549106,30,1552
6,768,oligodendrocyte,NLGN1,6.043911e-05,1.0,0.0013477107,0.0005657851,30,1552
6,768,oligodendrocyte,TCF4,7.498264e-05,0.9032258064516129,0.0011769414,0.00064032583,30,1552
6,768,oligodendrocyte,APP,0.00053185225,0.967741935483871,0.0013295969,0.0006079678,30,1552
6,768,oligodendrocyte,GRIN2A,7.379055e-05,1.0,0.0014834901,0.00094526366,30,1552
6,768,oligodendrocyte,MAPT,0.00080156326,0.9032258064516129,0.0012643695,0.00053000177,30,1552
6,768,oligodendrocyte,SCN1A,0.00061422586,0.967741935483871,0.001411603,0.0004715967,30,1552
6,768,oligodendrocyte,FOXO3,0.0011489391,0.7096774193548387,0.0015087386,0.0011344341,30,1552
6,769,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.00546211,0.5161290322580645,0.0052975854,0.0014057363,30,2048
6,770,L2/3-6 intratelencephalic projecting glutamatergic neuron,HOMER1,0.0016846061,0.8387096774193549,0.0096999025,0.005965346,30,2048
6,770,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.008638859,0.6774193548387096,0.012827738,0.010975448,30,2048
6,771,pvalb GABAergic cortical interneuron,SHANK3,0.0009313226,0.2903225806451613,0.0006548663,0.00044488494,30,2048
6,772,L2/3-6 intratelencephalic projecting glutamatergic neuron,HOMER1,0.00021457672,0.967741935483871,0.007433446,0.0050814934,30,2048
6,772,L2/3-6 intratelencephalic projecting glutamatergic neuron,FMR1,0.008372605,0.25806451612903225,0.0071027298,0.0052906936,30,2048
6,773,lamp5 GABAergic cortical interneuron,CREB1,0.00042414665,0.6451612903225806,0.0008586804,0.00081400864,30,2048
6,773,lamp5 GABAergic cortical interneuron,SHANK3,0.0011643171,0.2903225806451613,0.0007539888,0.00046097915,30,2048
6,773,lamp5 GABAergic cortical interneuron,SYN1,0.0004349351,0.5483870967741935,0.0008881847,0.0008962966,30,2048
6,774,astrocyte of the cerebral cortex,CADM2,3.46303e-05,1.0,0.0044944007,0.014596862,30,1885
6,774,astrocyte of the cerebral cortex,NRXN1,9.2208385e-05,1.0,0.0025974691,0.004132983,30,1885
6,774,astrocyte of the cerebral cortex,NLGN1,4.6670437e-05,1.0,0.0022271753,0.0026797869,30,1885
6,774,astrocyte of the cerebral cortex,NEGR1,8.9764595e-05,0.967741935483871,0.0016791702,0.00074207725,30,1885
6,774,astrocyte of the cerebral cortex,TCF4,0.00027871132,0.9032258064516129,0.0015411834,0.00075861864,30,1885
6,774,astrocyte of the cerebral cortex,MEF2C,0.00036758184,0.9354838709677419,0.0029750129,0.004000437,30,1885
6,775,oligodendrocyte,CADM2,7.6293945e-06,1.0,0.0013741116,0.00060602895,30,1483
6,775,oligodendrocyte,NLGN1,3.6537647e-05,0.967741935483871,0.0011249642,0.00068533944,30,1483
6,775,oligodendrocyte,NEGR1,4.607439e-05,1.0,0.0011732638,0.0006137085,30,1483
6,775,oligodendrocyte,TCF4,8.624792e-05,0.9354838709677419,0.0012812932,0.00071558036,30,1483
6,775,oligodendrocyte,COMT,0.001408875,0.41935483870967744,0.001129208,0.0006945198,30,1483
6,776,L5 extratelencephalic projecting glutamatergic cortical neuron,HOMER1,0.00074625015,1.0,0.014874516,0.024566434,30,2048
6,776,L5 extratelencephalic projecting glutamatergic cortical neuron,SHANK3,0.0059527755,0.5806451612903226,0.008263805,0.014235311,30,2048
6,776,L5 extratelencephalic projecting glutamatergic cortical neuron,FMR1,0.00092571974,1.0,0.0058632274,0.0030646212,30,2048
6,777,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.04013884,0.12903225806451613,0.0073061925,0.015078183,30,2048
6,777,L2/3-6 intratelencephalic projecting glutamatergic neuron,FMR1,0.00022614002,0.967741935483871,0.007392617,0.014974782,30,2048
6,777,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.00024068356,0.9032258064516129,0.0072470387,0.014530177,30,2048
6,777,L2/3-6 intratelencephalic projecting glutamatergic neuron,BDNF,0.0011826754,0.3548387096774194,0.008797374,0.016469607,30,2048
6,778,L5 extratelencephalic projecting glutamatergic cortical neuron,HOMER1,0.06051737,0.6774193548387096,0.061807215,0.017809315,30,2048
6,778,L5 extratelencephalic projecting glutamatergic cortical neuron,FMR1,0.058401287,0.8064516129032258,0.055016465,0.027755955,30,2048
6,779,sncg GABAergic cortical interneuron,FOXO3,0.00024014711,0.9032258064516129,0.0011704643,0.00092902366,30,2048
6,779,sncg GABAergic cortical interneuron,HOMER1,0.0004785061,0.7741935483870968,0.0009856105,0.00070623384,30,2048
6,779,sncg GABAergic cortical interneuron,COMT,0.00042450428,0.8709677419354839,0.0012285769,0.0010514183,30,2048
6,780,VIP GABAergic cortical interneuron,FMR1,0.002758503,0.3548387096774194,0.0024337093,0.00330455,30,2048
