batch_num,cell_idx,cell_type,gene,cosine_distance,p_value,null_mean,null_std,n_null_samples,n_tokens
12,1651,sst GABAergic cortical interneuron,SHANK3,0.0036823153,0.967741935483871,0.004616441,0.00049706607,30,2048
12,1651,sst GABAergic cortical interneuron,FMR1,0.003606081,0.7096774193548387,0.0040866057,0.0013952954,30,2048
12,1652,corticothalamic-projecting glutamatergic cortical neuron,SHANK3,0.006067395,0.16129032258064516,0.0032478252,0.002078843,30,2048
12,1652,corticothalamic-projecting glutamatergic cortical neuron,BDNF,0.0058030486,0.25806451612903225,0.0035031876,0.0021622032,30,2048
12,1653,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.0012060404,0.3225806451612903,0.0010876278,0.0005230305,30,2048
12,1653,L2/3-6 intratelencephalic projecting glutamatergic neuron,BDNF,0.0023663044,0.06451612903225806,0.0010482868,0.00071021664,30,2048
12,1654,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.00090676546,0.5161290322580645,0.0019013822,0.0015346481,30,2048
12,1654,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.0009139776,0.5161290322580645,0.0018274486,0.0016544183,30,2048
12,1655,pvalb GABAergic cortical interneuron,APP,0.0001128912,1.0,0.0037658692,0.0021209219,30,2048
12,1655,pvalb GABAergic cortical interneuron,MAPT,0.0018969774,0.7419354838709677,0.003347079,0.0022075768,30,2048
12,1655,pvalb GABAergic cortical interneuron,FOXO3,0.010966837,0.0967741935483871,0.0042447546,0.003525429,30,2048
12,1656,L2/3-6 intratelencephalic projecting glutamatergic neuron,HOMER1,0.00023436546,0.8064516129032258,0.00051196414,0.0002366485,30,2048
12,1656,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.0004930496,0.6774193548387096,0.00055115024,0.00022481888,30,2048
12,1656,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.0005325079,0.5483870967741935,0.0005287548,0.00024712985,30,2048
12,1657,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.0011752248,0.3548387096774194,0.00078526733,0.00050665945,30,2048
12,1657,L2/3-6 intratelencephalic projecting glutamatergic neuron,FMR1,0.0003810525,0.8064516129032258,0.00081742206,0.00041536093,30,2048
12,1658,L2/3-6 intratelencephalic projecting glutamatergic neuron,SYN1,0.0035331845,0.8387096774193549,0.0061635375,0.002262732,30,2048
