batch_num,cell_idx,cell_type,gene,cosine_distance,p_value,null_mean,null_std,n_null_samples,n_tokens
1,0,sst GABAergic cortical interneuron,CREB1,0.002449751,0.4838709677419355,0.0022853552,0.0015846114,30,2048
1,0,sst GABAergic cortical interneuron,SHANK3,0.0053263903,0.0967741935483871,0.002428498,0.0018745648,30,2048
1,1,oligodendrocyte precursor cell,CADM2,3.015995e-05,1.0,0.0042898376,0.0034822058,30,1951
1,1,oligodendrocyte precursor cell,NRXN1,7.200241e-05,0.9032258064516129,0.0022984704,0.0025594297,30,1951
1,1,oligodendrocyte precursor cell,NLGN1,4.7564507e-05,1.0,0.0025447248,0.0026876186,30,1951
1,1,oligodendrocyte precursor cell,NEGR1,8.1300735e-05,1.0,0.003779624,0.0030989354,30,1951
1,1,oligodendrocyte precursor cell,TCF4,0.00022506714,1.0,0.0022981663,0.0025953574,30,1951
1,1,oligodendrocyte precursor cell,MEF2C,0.0002591014,0.9354838709677419,0.0033181927,0.0031137064,30,1951
1,1,oligodendrocyte precursor cell,APP,0.00027537346,0.9354838709677419,0.003024447,0.0027515448,30,1951
1,1,oligodendrocyte precursor cell,GRIN2A,7.70092e-05,0.967741935483871,0.0026377817,0.0028026288,30,1951
1,1,oligodendrocyte precursor cell,MAPT,0.00035446882,0.7741935483870968,0.0025456925,0.0027647247,30,1951
1,1,oligodendrocyte precursor cell,SCN1A,0.00030839443,0.967741935483871,0.0036806324,0.0027162011,30,1951
1,1,oligodendrocyte precursor cell,FOXO3,0.0015197992,0.5806451612903226,0.0032613417,0.0059806183,30,1951
1,1,oligodendrocyte precursor cell,HOMER1,0.0016610026,0.41935483870967744,0.0026759247,0.0028609622,30,1951
1,1,oligodendrocyte precursor cell,FMR1,0.0074955225,0.25806451612903225,0.0034704427,0.003377825,30,1951
1,2,L2/3-6 intratelencephalic projecting glutamatergic neuron,HOMER1,0.000109255314,1.0,0.0024056614,0.0010730802,30,2048
1,2,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.00016266108,1.0,0.002433608,0.0011173348,30,2048
1,3,L2/3-6 intratelencephalic projecting glutamatergic neuron,CREB1,0.0017770529,0.4838709677419355,0.008605419,0.017439416,30,2048
1,3,L2/3-6 intratelencephalic projecting glutamatergic neuron,SHANK3,0.0033587217,0.3225806451612903,0.016971368,0.023757428,30,2048
1,3,L2/3-6 intratelencephalic projecting glutamatergic neuron,FMR1,0.0034119487,0.5483870967741935,0.029656578,0.027292011,30,2048
